HoY,Date,Start Time,HLoad1,HLoad2,HLoad3,HLoad4,
93,04-Jan,20:00,48.55961505,,,,
93,04-Jan,20:00,48.55961505,,,,
94,04-Jan,21:00,48.688758885,,,,
94,04-Jan,21:00,48.688758885,,,,
95,04-Jan,22:00,48.693235295,,,,
95,04-Jan,22:00,48.693235295,,,,
96,04-Jan,23:00,48.547576145,,,,
96,04-Jan,23:00,48.547576145,,,,
97,05-Jan,00:00,48.43617232,,,,
97,05-Jan,00:00,48.43617232,,,,
98,05-Jan,01:00,48.10961983,,,,
98,05-Jan,01:00,48.10961983,,,,
99,05-Jan,02:00,47.593278355,,,,
99,05-Jan,02:00,47.593278355,,,,
100,05-Jan,03:00,47.33227043,,,,
100,05-Jan,03:00,47.33227043,,,,
101,05-Jan,04:00,46.997113885,,,,
101,05-Jan,04:00,46.997113885,,,,
102,05-Jan,05:00,46.858886935,,,,
102,05-Jan,05:00,46.858886935,,,,
103,05-Jan,06:00,47.09995355,,,,
103,05-Jan,06:00,47.09995355,,,,
104,05-Jan,07:00,47.244809725,,,,
104,05-Jan,07:00,47.244809725,,,,
105,05-Jan,08:00,47.07937189,,,,
105,05-Jan,08:00,47.07937189,,,,
106,05-Jan,09:00,45.04743283,,,,
106,05-Jan,09:00,45.04743283,,,,
107,05-Jan,10:00,42.480720915,,,,
107,05-Jan,10:00,42.480720915,,,,
108,05-Jan,11:00,41.0452392,,,,
108,05-Jan,11:00,41.0452392,,,,
109,05-Jan,12:00,40.215601095,,,,
109,05-Jan,12:00,40.215601095,,,,
110,05-Jan,13:00,40.324148005,,,,
110,05-Jan,13:00,40.324148005,,,,
111,05-Jan,14:00,41.99970064,,,,
111,05-Jan,14:00,41.99970064,,,,
112,05-Jan,15:00,44.97104701,,,,
112,05-Jan,15:00,44.97104701,,,,
113,05-Jan,16:00,46.49766076,,,,
113,05-Jan,16:00,46.49766076,,,,
114,05-Jan,17:00,46.108042725,,,,
114,05-Jan,17:00,46.108042725,,,,
115,05-Jan,18:00,45.80891653,,,,
115,05-Jan,18:00,45.80891653,,,,
116,05-Jan,19:00,45.174811475,,,,
116,05-Jan,19:00,45.174811475,,,,
117,05-Jan,20:00,44.3080715,,,,
117,05-Jan,20:00,44.3080715,,,,
118,05-Jan,21:00,43.659861195,,,,
118,05-Jan,21:00,43.659861195,,,,
119,05-Jan,22:00,43.16416748,,,,
119,05-Jan,22:00,43.16416748,,,,
120,05-Jan,23:00,42.99928948,,,,
120,05-Jan,23:00,42.99928948,,,,
121,06-Jan,00:00,42.759801195,,,,
121,06-Jan,00:00,42.759801195,,,,
122,06-Jan,01:00,42.233252605,,,,
122,06-Jan,01:00,42.233252605,,,,
123,06-Jan,02:00,41.91658714,,,,
123,06-Jan,02:00,41.91658714,,,,
124,06-Jan,03:00,41.661055675,,,,
124,06-Jan,03:00,41.661055675,,,,
125,06-Jan,04:00,41.30603237,,,,
125,06-Jan,04:00,41.30603237,,,,
126,06-Jan,05:00,40.956506415,,,,
126,06-Jan,05:00,40.956506415,,,,
127,06-Jan,06:00,40.6341181,,,,
127,06-Jan,06:00,40.6341181,,,,
128,06-Jan,07:00,40.447971245,,,,
128,06-Jan,07:00,40.447971245,,,,
129,06-Jan,08:00,39.926335075,,,,
129,06-Jan,08:00,39.926335075,,,,
130,06-Jan,09:00,38.43035135,,,,
130,06-Jan,09:00,38.43035135,,,,
131,06-Jan,10:00,36.89940124,,,,
131,06-Jan,10:00,36.89940124,,,,
132,06-Jan,11:00,35.85283144,,,,
132,06-Jan,11:00,35.85283144,,,,
133,06-Jan,12:00,35.44201393,,,,
133,06-Jan,12:00,35.44201393,,,,
134,06-Jan,13:00,35.401025675,,,,
134,06-Jan,13:00,35.401025675,,,,
135,06-Jan,14:00,36.42375099,,,,
135,06-Jan,14:00,36.42375099,,,,
136,06-Jan,15:00,37.54822548,,,,
136,06-Jan,15:00,37.54822548,,,,
137,06-Jan,16:00,38.446617935,,,,
137,06-Jan,16:00,38.446617935,,,,
138,06-Jan,17:00,38.52444171,,,,
138,06-Jan,17:00,38.52444171,,,,
139,06-Jan,18:00,38.436077145,,,,
139,06-Jan,18:00,38.436077145,,,,
140,06-Jan,19:00,38.269934875,,,,
140,06-Jan,19:00,38.269934875,,,,
141,06-Jan,20:00,37.896372375,,,,
141,06-Jan,20:00,37.896372375,,,,
142,06-Jan,21:00,37.60520481,,,,
142,06-Jan,21:00,37.60520481,,,,
143,06-Jan,22:00,37.665494745,,,,
143,06-Jan,22:00,37.665494745,,,,
144,06-Jan,23:00,37.85164905,,,,
144,06-Jan,23:00,37.85164905,,,,
145,07-Jan,00:00,37.711937335,,,,
145,07-Jan,00:00,37.711937335,,,,
146,07-Jan,01:00,37.49033529,,,,
146,07-Jan,01:00,37.49033529,,,,
147,07-Jan,02:00,37.16447757,,,,
147,07-Jan,02:00,37.16447757,,,,
148,07-Jan,03:00,36.90200498,,,,
148,07-Jan,03:00,36.90200498,,,,
149,07-Jan,04:00,36.40744294,,,,
149,07-Jan,04:00,36.40744294,,,,
150,07-Jan,05:00,35.988391395,,,,
150,07-Jan,05:00,35.988391395,,,,
151,07-Jan,06:00,35.841588715,,,,
151,07-Jan,06:00,35.841588715,,,,
152,07-Jan,07:00,35.58205183,,,,
152,07-Jan,07:00,35.58205183,,,,
153,07-Jan,08:00,34.752417315,,,,
153,07-Jan,08:00,34.752417315,,,,
154,07-Jan,09:00,32.352313985,,,,
154,07-Jan,09:00,32.352313985,,,,
155,07-Jan,10:00,30.545055275,,,,
155,07-Jan,10:00,30.545055275,,,,
156,07-Jan,11:00,29.22491276,,,,
156,07-Jan,11:00,29.22491276,,,,
157,07-Jan,12:00,28.375445845,,,,
157,07-Jan,12:00,28.375445845,,,,
158,07-Jan,13:00,28.364538785,,,,
158,07-Jan,13:00,28.364538785,,,,
159,07-Jan,14:00,28.838408535,,,,
159,07-Jan,14:00,28.838408535,,,,
160,07-Jan,15:00,29.727165175,,,,
160,07-Jan,15:00,29.727165175,,,,
161,07-Jan,16:00,30.496717565,,,,
161,07-Jan,16:00,30.496717565,,,,
162,07-Jan,17:00,30.50360941,,,,
162,07-Jan,17:00,30.50360941,,,,
163,07-Jan,18:00,30.207645515,,,,
163,07-Jan,18:00,30.207645515,,,,
164,07-Jan,19:00,29.686493755,,,,
164,07-Jan,19:00,29.686493755,,,,
165,07-Jan,20:00,29.243576225,,,,
165,07-Jan,20:00,29.243576225,,,,
166,07-Jan,21:00,28.86408174,,,,
166,07-Jan,21:00,28.86408174,,,,
167,07-Jan,22:00,28.55757017,,,,
167,07-Jan,22:00,28.55757017,,,,
168,07-Jan,23:00,28.237045415,,,,
168,07-Jan,23:00,28.237045415,,,,
169,08-Jan,00:00,28.446003605,,,,
169,08-Jan,00:00,28.446003605,,,,
170,08-Jan,01:00,29.55993965,,,,
170,08-Jan,01:00,29.55993965,,,,
171,08-Jan,02:00,30.597155615,,,,
171,08-Jan,02:00,30.597155615,,,,
172,08-Jan,03:00,30.804713175,,,,
172,08-Jan,03:00,30.804713175,,,,
173,08-Jan,04:00,30.910720715,,,,
173,08-Jan,04:00,30.910720715,,,,
174,08-Jan,05:00,31.483006105,,,,
174,08-Jan,05:00,31.483006105,,,,
175,08-Jan,06:00,31.370523095,,,,
175,08-Jan,06:00,31.370523095,,,,
176,08-Jan,07:00,31.203280635,,,,
176,08-Jan,07:00,31.203280635,,,,
177,08-Jan,08:00,30.88126588,,,,
177,08-Jan,08:00,30.88126588,,,,
178,08-Jan,09:00,29.755069695,,,,
178,08-Jan,09:00,29.755069695,,,,
179,08-Jan,10:00,28.597082755,,,,
179,08-Jan,10:00,28.597082755,,,,
180,08-Jan,11:00,27.631183025,,,,
180,08-Jan,11:00,27.631183025,,,,
181,08-Jan,12:00,27.304400095,,,,
181,08-Jan,12:00,27.304400095,,,,
182,08-Jan,13:00,27.574396865,,,,
182,08-Jan,13:00,27.574396865,,,,
183,08-Jan,14:00,28.481003965,,,,
183,08-Jan,14:00,28.481003965,,,,
184,08-Jan,15:00,30.65609507,,,,
184,08-Jan,15:00,30.65609507,,,,
185,08-Jan,16:00,33.832914465,,,,
185,08-Jan,16:00,33.832914465,,,,
186,08-Jan,17:00,34.800718105,,,,
186,08-Jan,17:00,34.800718105,,,,
187,08-Jan,18:00,35.518719925,,,,
187,08-Jan,18:00,35.518719925,,,,
188,08-Jan,19:00,36.318298435,,,,
188,08-Jan,19:00,36.318298435,,,,
189,08-Jan,20:00,37.084653455,,,,
189,08-Jan,20:00,37.084653455,,,,
190,08-Jan,21:00,37.76391466,,,,
190,08-Jan,21:00,37.76391466,,,,
191,08-Jan,22:00,38.33014463,,,,
191,08-Jan,22:00,38.33014463,,,,
192,08-Jan,23:00,38.824694115,,,,
192,08-Jan,23:00,38.824694115,,,,
193,09-Jan,00:00,39.14279194,,,,
193,09-Jan,00:00,39.14279194,,,,
194,09-Jan,01:00,39.157911405,,,,
194,09-Jan,01:00,39.157911405,,,,
195,09-Jan,02:00,39.09515258,,,,
195,09-Jan,02:00,39.09515258,,,,
196,09-Jan,03:00,39.394666105,,,,
196,09-Jan,03:00,39.394666105,,,,
197,09-Jan,04:00,40.10574413,,,,
197,09-Jan,04:00,40.10574413,,,,
198,09-Jan,05:00,40.606527075,,,,
198,09-Jan,05:00,40.606527075,,,,
199,09-Jan,06:00,40.84771284,,,,
199,09-Jan,06:00,40.84771284,,,,
200,09-Jan,07:00,41.07973174,,,,
200,09-Jan,07:00,41.07973174,,,,
201,09-Jan,08:00,40.80878921,,,,
201,09-Jan,08:00,40.80878921,,,,
202,09-Jan,09:00,39.456452665,,,,
202,09-Jan,09:00,39.456452665,,,,
203,09-Jan,10:00,37.70994489,,,,
203,09-Jan,10:00,37.70994489,,,,
204,09-Jan,11:00,36.598918365,,,,
204,09-Jan,11:00,36.598918365,,,,
205,09-Jan,12:00,36.05157405,,,,
205,09-Jan,12:00,36.05157405,,,,
206,09-Jan,13:00,36.18339117,,,,
206,09-Jan,13:00,36.18339117,,,,
207,09-Jan,14:00,37.207368985,,,,
207,09-Jan,14:00,37.207368985,,,,
208,09-Jan,15:00,39.904172085,,,,
208,09-Jan,15:00,39.904172085,,,,
209,09-Jan,16:00,42.840176535,,,,
209,09-Jan,16:00,42.840176535,,,,
210,09-Jan,17:00,43.875571435,,,,
210,09-Jan,17:00,43.875571435,,,,
211,09-Jan,18:00,44.575123165,,,,
211,09-Jan,18:00,44.575123165,,,,
212,09-Jan,19:00,45.13090184,,,,
212,09-Jan,19:00,45.13090184,,,,
213,09-Jan,20:00,45.690417285,,,,
213,09-Jan,20:00,45.690417285,,,,
214,09-Jan,21:00,45.929241065,,,,
214,09-Jan,21:00,45.929241065,,,,
215,09-Jan,22:00,46.20155704,,,,
215,09-Jan,22:00,46.20155704,,,,
216,09-Jan,23:00,46.68573328,,,,
216,09-Jan,23:00,46.68573328,,,,
217,10-Jan,00:00,46.790953185,,,,
217,10-Jan,00:00,46.790953185,,,,
218,10-Jan,01:00,46.597646795,,,,
218,10-Jan,01:00,46.597646795,,,,
219,10-Jan,02:00,46.512472515,,,,
219,10-Jan,02:00,46.512472515,,,,
220,10-Jan,03:00,46.46626783,,,,
220,10-Jan,03:00,46.46626783,,,,
221,10-Jan,04:00,46.599370865,,,,
221,10-Jan,04:00,46.599370865,,,,
222,10-Jan,05:00,46.52358764,,,,
222,10-Jan,05:00,46.52358764,,,,
223,10-Jan,06:00,46.54184689,,,,
223,10-Jan,06:00,46.54184689,,,,
224,10-Jan,07:00,46.678343415,,,,
224,10-Jan,07:00,46.678343415,,,,
225,10-Jan,08:00,46.34491213,,,,
225,10-Jan,08:00,46.34491213,,,,
226,10-Jan,09:00,44.25109587,,,,
226,10-Jan,09:00,44.25109587,,,,
227,10-Jan,10:00,41.884601665,,,,
227,10-Jan,10:00,41.884601665,,,,
228,10-Jan,11:00,39.831062685,,,,
228,10-Jan,11:00,39.831062685,,,,
229,10-Jan,12:00,38.63534515,,,,
229,10-Jan,12:00,38.63534515,,,,
230,10-Jan,13:00,38.416853885,,,,
230,10-Jan,13:00,38.416853885,,,,
231,10-Jan,14:00,39.171028905,,,,
231,10-Jan,14:00,39.171028905,,,,
232,10-Jan,15:00,40.85289535,,,,
232,10-Jan,15:00,40.85289535,,,,
233,10-Jan,16:00,41.66550778,,,,
233,10-Jan,16:00,41.66550778,,,,
234,10-Jan,17:00,41.289651715,,,,
234,10-Jan,17:00,41.289651715,,,,
235,10-Jan,18:00,40.7975154,,,,
235,10-Jan,18:00,40.7975154,,,,
236,10-Jan,19:00,40.118930425,,,,
236,10-Jan,19:00,40.118930425,,,,
237,10-Jan,20:00,39.456370245,,,,
237,10-Jan,20:00,39.456370245,,,,
238,10-Jan,21:00,39.03455375,,,,
238,10-Jan,21:00,39.03455375,,,,
239,10-Jan,22:00,38.59645242,,,,
239,10-Jan,22:00,38.59645242,,,,
240,10-Jan,23:00,38.39523931,,,,
240,10-Jan,23:00,38.39523931,,,,
241,11-Jan,00:00,38.30844176,,,,
241,11-Jan,00:00,38.30844176,,,,
242,11-Jan,01:00,38.43198621,,,,
242,11-Jan,01:00,38.43198621,,,,
243,11-Jan,02:00,38.532009705,,,,
243,11-Jan,02:00,38.532009705,,,,
244,11-Jan,03:00,38.46493447,,,,
244,11-Jan,03:00,38.46493447,,,,
245,11-Jan,04:00,38.228966095,,,,
245,11-Jan,04:00,38.228966095,,,,
246,11-Jan,05:00,37.941504785,,,,
246,11-Jan,05:00,37.941504785,,,,
247,11-Jan,06:00,37.381952545,,,,
247,11-Jan,06:00,37.381952545,,,,
248,11-Jan,07:00,36.913487945,,,,
248,11-Jan,07:00,36.913487945,,,,
249,11-Jan,08:00,36.05224933,,,,
249,11-Jan,08:00,36.05224933,,,,
250,11-Jan,09:00,34.15342766,,,,
250,11-Jan,09:00,34.15342766,,,,
251,11-Jan,10:00,32.216520055,,,,
251,11-Jan,10:00,32.216520055,,,,
252,11-Jan,11:00,30.95318373,,,,
252,11-Jan,11:00,30.95318373,,,,
253,11-Jan,12:00,30.409094895,,,,
253,11-Jan,12:00,30.409094895,,,,
254,11-Jan,13:00,30.24995698,,,,
254,11-Jan,13:00,30.24995698,,,,
255,11-Jan,14:00,30.75279014,,,,
255,11-Jan,14:00,30.75279014,,,,
256,11-Jan,15:00,32.692475825,,,,
256,11-Jan,15:00,32.692475825,,,,
257,11-Jan,16:00,34.645007675,,,,
257,11-Jan,16:00,34.645007675,,,,
258,11-Jan,17:00,35.13354962,,,,
258,11-Jan,17:00,35.13354962,,,,
259,11-Jan,18:00,35.527376165,,,,
259,11-Jan,18:00,35.527376165,,,,
260,11-Jan,19:00,35.54633536,,,,
260,11-Jan,19:00,35.54633536,,,,
261,11-Jan,20:00,36.143016585,,,,
261,11-Jan,20:00,36.143016585,,,,
262,11-Jan,21:00,36.31951157,,,,
262,11-Jan,21:00,36.31951157,,,,
263,11-Jan,22:00,36.35763835,,,,
263,11-Jan,22:00,36.35763835,,,,
264,11-Jan,23:00,36.471685685,,,,
264,11-Jan,23:00,36.471685685,,,,
265,12-Jan,00:00,35.58139464,,,,
265,12-Jan,00:00,35.58139464,,,,
266,12-Jan,01:00,34.25146205,,,,
266,12-Jan,01:00,34.25146205,,,,
267,12-Jan,02:00,33.52103161,,,,
267,12-Jan,02:00,33.52103161,,,,
268,12-Jan,03:00,33.15659068,,,,
268,12-Jan,03:00,33.15659068,,,,
269,12-Jan,04:00,32.348007585,,,,
269,12-Jan,04:00,32.348007585,,,,
270,12-Jan,05:00,31.717209,,,,
270,12-Jan,05:00,31.717209,,,,
271,12-Jan,06:00,31.08049046,,,,
271,12-Jan,06:00,31.08049046,,,,
272,12-Jan,07:00,30.595191915,,,,
272,12-Jan,07:00,30.595191915,,,,
273,12-Jan,08:00,29.73660518,,,,
273,12-Jan,08:00,29.73660518,,,,
274,12-Jan,09:00,28.87615076,,,,
274,12-Jan,09:00,28.87615076,,,,
275,12-Jan,10:00,28.228073075,,,,
275,12-Jan,10:00,28.228073075,,,,
276,12-Jan,11:00,27.898001755,,,,
276,12-Jan,11:00,27.898001755,,,,
277,12-Jan,12:00,27.963236965,,,,
277,12-Jan,12:00,27.963236965,,,,
278,12-Jan,13:00,28.29492447,,,,
278,12-Jan,13:00,28.29492447,,,,
279,12-Jan,14:00,29.01094776,,,,
279,12-Jan,14:00,29.01094776,,,,
280,12-Jan,15:00,29.95418786,,,,
280,12-Jan,15:00,29.95418786,,,,
281,12-Jan,16:00,30.71409406,,,,
281,12-Jan,16:00,30.71409406,,,,
282,12-Jan,17:00,30.609119185,,,,
282,12-Jan,17:00,30.609119185,,,,
283,12-Jan,18:00,30.24715335,,,,
283,12-Jan,18:00,30.24715335,,,,
284,12-Jan,19:00,29.79388732,,,,
284,12-Jan,19:00,29.79388732,,,,
285,12-Jan,20:00,29.29412038,,,,
285,12-Jan,20:00,29.29412038,,,,
286,12-Jan,21:00,28.83550359,,,,
286,12-Jan,21:00,28.83550359,,,,
287,12-Jan,22:00,28.45469532,,,,
287,12-Jan,22:00,28.45469532,,,,
288,12-Jan,23:00,28.139273775,,,,
288,12-Jan,23:00,28.139273775,,,,
289,13-Jan,00:00,27.938180725,,,,
289,13-Jan,00:00,27.938180725,,,,
290,13-Jan,01:00,27.882461515,,,,
290,13-Jan,01:00,27.882461515,,,,
291,13-Jan,02:00,27.86322842,,,,
291,13-Jan,02:00,27.86322842,,,,
292,13-Jan,03:00,27.786985845,,,,
292,13-Jan,03:00,27.786985845,,,,
293,13-Jan,04:00,27.70199347,,,,
293,13-Jan,04:00,27.70199347,,,,
294,13-Jan,05:00,27.689025265,,,,
294,13-Jan,05:00,27.689025265,,,,
295,13-Jan,06:00,27.729615015,,,,
295,13-Jan,06:00,27.729615015,,,,
296,13-Jan,07:00,27.82661365,,,,
296,13-Jan,07:00,27.82661365,,,,
297,13-Jan,08:00,27.55716602,,,,
297,13-Jan,08:00,27.55716602,,,,
298,13-Jan,09:00,26.650453005,,,,
298,13-Jan,09:00,26.650453005,,,,
299,13-Jan,10:00,25.792814265,,,,
299,13-Jan,10:00,25.792814265,,,,
300,13-Jan,11:00,25.163459935,,,,
300,13-Jan,11:00,25.163459935,,,,
301,13-Jan,12:00,24.78219823,,,,
301,13-Jan,12:00,24.78219823,,,,
302,13-Jan,13:00,24.98262449,,,,
302,13-Jan,13:00,24.98262449,,,,
303,13-Jan,14:00,25.653114165,,,,
303,13-Jan,14:00,25.653114165,,,,
304,13-Jan,15:00,26.384911675,,,,
304,13-Jan,15:00,26.384911675,,,,
305,13-Jan,16:00,26.739683435,,,,
305,13-Jan,16:00,26.739683435,,,,
306,13-Jan,17:00,26.685898745,,,,
306,13-Jan,17:00,26.685898745,,,,
307,13-Jan,18:00,27.296470345,,,,
307,13-Jan,18:00,27.296470345,,,,
308,13-Jan,19:00,28.0355622,,,,
308,13-Jan,19:00,28.0355622,,,,
309,13-Jan,20:00,28.68912737,,,,
309,13-Jan,20:00,28.68912737,,,,
310,13-Jan,21:00,29.45387681,,,,
310,13-Jan,21:00,29.45387681,,,,
311,13-Jan,22:00,29.927812075,,,,
311,13-Jan,22:00,29.927812075,,,,
312,13-Jan,23:00,30.397723185,,,,
312,13-Jan,23:00,30.397723185,,,,
313,14-Jan,00:00,30.768606445,,,,
313,14-Jan,00:00,30.768606445,,,,
314,14-Jan,01:00,31.14013739,,,,
314,14-Jan,01:00,31.14013739,,,,
315,14-Jan,02:00,31.48540333,,,,
315,14-Jan,02:00,31.48540333,,,,
316,14-Jan,03:00,31.989987915,,,,
316,14-Jan,03:00,31.989987915,,,,
317,14-Jan,04:00,32.602699715,,,,
