HoY,Date,Start Time,FixLoad1,FixLoad2,Flex Load3,Mop Load4
46,02-Jan,21:00,27.769596915,0.0,NA,NA
47,02-Jan,22:00,27.769596915,0.0,NA,NA
47,02-Jan,22:00,27.769596915,0.0,NA,NA
48,02-Jan,23:00,17.35599807,0.0,NA,NA
48,02-Jan,23:00,17.35599807,0.0,NA,NA
49,03-Jan,00:00,7.810199135,0.0,NA,NA
49,03-Jan,00:00,7.810199135,0.0,NA,NA
50,03-Jan,01:00,7.810199135,2.1,NA,NA
50,03-Jan,01:00,7.810199135,2.1,NA,NA
51,03-Jan,02:00,5.20679942,2.1,NA,NA
51,03-Jan,02:00,5.20679942,2.1,NA,NA
52,03-Jan,03:00,5.20679942,2.1,NA,NA
52,03-Jan,03:00,5.20679942,2.1,NA,NA
53,03-Jan,04:00,5.20679942,2.1,NA,NA
53,03-Jan,04:00,5.20679942,2.1,NA,NA
54,03-Jan,05:00,5.20679942,2.1,NA,NA
54,03-Jan,05:00,5.20679942,2.1,NA,NA
55,03-Jan,06:00,7.810199135,0.0,NA,NA
55,03-Jan,06:00,7.810199135,0.0,NA,NA
56,03-Jan,07:00,7.810199135,0.0,NA,NA
56,03-Jan,07:00,7.810199135,0.0,NA,NA
57,03-Jan,08:00,18.223797975,0.0,NA,NA
57,03-Jan,08:00,18.223797975,0.0,NA,NA
58,03-Jan,09:00,13.016998555,0.0,NA,NA
58,03-Jan,09:00,13.016998555,0.0,NA,NA
59,03-Jan,10:00,13.016998555,0.0,NA,NA
59,03-Jan,10:00,13.016998555,0.0,NA,NA
60,03-Jan,11:00,7.810199135,0.0,NA,NA
60,03-Jan,11:00,7.810199135,0.0,NA,NA
61,03-Jan,12:00,20.827197685,6.6,NA,NA
61,03-Jan,12:00,20.827197685,6.6,NA,NA
62,03-Jan,13:00,20.827197685,2.4514285715,NA,NA
62,03-Jan,13:00,20.827197685,2.4514285715,NA,NA
63,03-Jan,14:00,13.016998555,0.0,NA,NA
63,03-Jan,14:00,13.016998555,0.0,NA,NA
64,03-Jan,15:00,7.810199135,0.0,NA,NA
64,03-Jan,15:00,7.810199135,0.0,NA,NA
65,03-Jan,16:00,7.810199135,0.0,NA,NA
65,03-Jan,16:00,7.810199135,0.0,NA,NA
66,03-Jan,17:00,15.620398265,0.0,NA,NA
66,03-Jan,17:00,15.620398265,0.0,NA,NA
67,03-Jan,18:00,23.4305974,6.6,NA,NA
67,03-Jan,18:00,23.4305974,6.6,NA,NA
68,03-Jan,19:00,23.4305974,2.4514285715,NA,NA
68,03-Jan,19:00,23.4305974,2.4514285715,NA,NA
69,03-Jan,20:00,26.03399711,0.0,NA,NA
69,03-Jan,20:00,26.03399711,0.0,NA,NA
70,03-Jan,21:00,20.827197685,0.0,NA,NA
70,03-Jan,21:00,20.827197685,0.0,NA,NA
71,03-Jan,22:00,20.827197685,0.0,NA,NA
71,03-Jan,22:00,20.827197685,0.0,NA,NA
72,03-Jan,23:00,13.016998555,0.0,NA,NA
72,03-Jan,23:00,13.016998555,0.0,NA,NA
73,04-Jan,00:00,7.810199135,0.0,NA,NA
73,04-Jan,00:00,7.810199135,0.0,NA,NA
74,04-Jan,01:00,7.810199135,2.1,NA,NA
74,04-Jan,01:00,7.810199135,2.1,NA,NA
75,04-Jan,02:00,5.20679942,2.1,NA,NA
75,04-Jan,02:00,5.20679942,2.1,NA,NA
76,04-Jan,03:00,5.20679942,2.1,NA,NA
76,04-Jan,03:00,5.20679942,2.1,NA,NA
77,04-Jan,04:00,5.20679942,2.1,NA,NA
77,04-Jan,04:00,5.20679942,2.1,NA,NA
78,04-Jan,05:00,5.20679942,2.1,NA,NA
78,04-Jan,05:00,5.20679942,2.1,NA,NA
79,04-Jan,06:00,7.810199135,0.0,NA,NA
79,04-Jan,06:00,7.810199135,0.0,NA,NA
80,04-Jan,07:00,7.810199135,0.0,NA,NA
80,04-Jan,07:00,7.810199135,0.0,NA,NA
81,04-Jan,08:00,18.223797975,0.0,NA,NA
81,04-Jan,08:00,18.223797975,0.0,NA,NA
82,04-Jan,09:00,13.016998555,0.0,NA,NA
82,04-Jan,09:00,13.016998555,0.0,NA,NA
83,04-Jan,10:00,13.016998555,0.0,NA,NA
83,04-Jan,10:00,13.016998555,0.0,NA,NA
84,04-Jan,11:00,7.810199135,0.0,NA,NA
84,04-Jan,11:00,7.810199135,0.0,NA,NA
85,04-Jan,12:00,20.827197685,6.6,NA,NA
85,04-Jan,12:00,20.827197685,6.6,NA,NA
86,04-Jan,13:00,20.827197685,2.4514285715,NA,NA
86,04-Jan,13:00,20.827197685,2.4514285715,NA,NA
87,04-Jan,14:00,13.016998555,0.0,NA,NA
87,04-Jan,14:00,13.016998555,0.0,NA,NA
88,04-Jan,15:00,7.810199135,0.0,NA,NA
88,04-Jan,15:00,7.810199135,0.0,NA,NA
89,04-Jan,16:00,7.810199135,0.0,NA,NA
89,04-Jan,16:00,7.810199135,0.0,NA,NA
90,04-Jan,17:00,15.620398265,0.0,NA,NA
90,04-Jan,17:00,15.620398265,0.0,NA,NA
91,04-Jan,18:00,23.4305974,6.6,NA,NA
91,04-Jan,18:00,23.4305974,6.6,NA,NA
92,04-Jan,19:00,23.4305974,2.4514285715,NA,NA
92,04-Jan,19:00,23.4305974,2.4514285715,NA,NA
93,04-Jan,20:00,26.03399711,0.0,NA,NA
93,04-Jan,20:00,26.03399711,0.0,NA,NA
94,04-Jan,21:00,20.827197685,0.0,NA,NA
94,04-Jan,21:00,20.827197685,0.0,NA,NA
95,04-Jan,22:00,20.827197685,0.0,NA,NA
95,04-Jan,22:00,20.827197685,0.0,NA,NA
96,04-Jan,23:00,13.016998555,0.0,NA,NA
96,04-Jan,23:00,13.016998555,0.0,NA,NA
97,05-Jan,00:00,10.413598845,0.0,NA,NA
97,05-Jan,00:00,10.413598845,0.0,NA,NA
98,05-Jan,01:00,10.413598845,2.8,NA,NA
98,05-Jan,01:00,10.413598845,2.8,NA,NA
99,05-Jan,02:00,6.94239923,2.8,NA,NA
99,05-Jan,02:00,6.94239923,2.8,NA,NA
100,05-Jan,03:00,6.94239923,2.8,NA,NA
100,05-Jan,03:00,6.94239923,2.8,NA,NA
101,05-Jan,04:00,6.94239923,2.8,NA,NA
101,05-Jan,04:00,6.94239923,2.8,NA,NA
102,05-Jan,05:00,6.94239923,2.8,NA,NA
102,05-Jan,05:00,6.94239923,2.8,NA,NA
103,05-Jan,06:00,10.413598845,0.0,NA,NA
103,05-Jan,06:00,10.413598845,0.0,NA,NA
104,05-Jan,07:00,10.413598845,0.0,NA,NA
104,05-Jan,07:00,10.413598845,0.0,NA,NA
105,05-Jan,08:00,24.2983973,0.0,NA,NA
105,05-Jan,08:00,24.2983973,0.0,NA,NA
106,05-Jan,09:00,17.35599807,0.0,NA,NA
106,05-Jan,09:00,17.35599807,0.0,NA,NA
107,05-Jan,10:00,17.35599807,0.0,NA,NA
107,05-Jan,10:00,17.35599807,0.0,NA,NA
108,05-Jan,11:00,10.413598845,0.0,NA,NA
108,05-Jan,11:00,10.413598845,0.0,NA,NA
109,05-Jan,12:00,27.769596915,8.8,NA,NA
109,05-Jan,12:00,27.769596915,8.8,NA,NA
110,05-Jan,13:00,27.769596915,3.2685714285,NA,NA
110,05-Jan,13:00,27.769596915,3.2685714285,NA,NA
111,05-Jan,14:00,17.35599807,0.0,NA,NA
111,05-Jan,14:00,17.35599807,0.0,NA,NA
112,05-Jan,15:00,10.413598845,0.0,NA,NA
112,05-Jan,15:00,10.413598845,0.0,NA,NA
113,05-Jan,16:00,10.413598845,0.0,NA,NA
113,05-Jan,16:00,10.413598845,0.0,NA,NA
114,05-Jan,17:00,20.827197685,0.0,NA,NA
114,05-Jan,17:00,20.827197685,0.0,NA,NA
115,05-Jan,18:00,31.24079653,8.8,NA,NA
115,05-Jan,18:00,31.24079653,8.8,NA,NA
116,05-Jan,19:00,31.24079653,3.2685714285,NA,NA
116,05-Jan,19:00,31.24079653,3.2685714285,NA,NA
117,05-Jan,20:00,34.711996145,0.0,NA,NA
117,05-Jan,20:00,34.711996145,0.0,NA,NA
118,05-Jan,21:00,27.769596915,0.0,NA,NA
118,05-Jan,21:00,27.769596915,0.0,NA,NA
119,05-Jan,22:00,27.769596915,0.0,NA,NA
119,05-Jan,22:00,27.769596915,0.0,NA,NA
120,05-Jan,23:00,17.35599807,0.0,NA,NA
120,05-Jan,23:00,17.35599807,0.0,NA,NA
121,06-Jan,00:00,10.413598845,0.0,NA,NA
121,06-Jan,00:00,10.413598845,0.0,NA,NA
122,06-Jan,01:00,10.413598845,2.8,NA,NA
122,06-Jan,01:00,10.413598845,2.8,NA,NA
123,06-Jan,02:00,6.94239923,2.8,NA,NA
123,06-Jan,02:00,6.94239923,2.8,NA,NA
124,06-Jan,03:00,6.94239923,2.8,NA,NA
124,06-Jan,03:00,6.94239923,2.8,NA,NA
125,06-Jan,04:00,6.94239923,2.8,NA,NA
125,06-Jan,04:00,6.94239923,2.8,NA,NA
126,06-Jan,05:00,6.94239923,2.8,NA,NA
126,06-Jan,05:00,6.94239923,2.8,NA,NA
127,06-Jan,06:00,10.413598845,0.0,NA,NA
127,06-Jan,06:00,10.413598845,0.0,NA,NA
128,06-Jan,07:00,10.413598845,0.0,NA,NA
128,06-Jan,07:00,10.413598845,0.0,NA,NA
129,06-Jan,08:00,24.2983973,0.0,NA,NA
129,06-Jan,08:00,24.2983973,0.0,NA,NA
130,06-Jan,09:00,17.35599807,0.0,NA,NA
130,06-Jan,09:00,17.35599807,0.0,NA,NA
131,06-Jan,10:00,17.35599807,0.0,NA,NA
131,06-Jan,10:00,17.35599807,0.0,NA,NA
132,06-Jan,11:00,10.413598845,0.0,NA,NA
132,06-Jan,11:00,10.413598845,0.0,NA,NA
133,06-Jan,12:00,27.769596915,8.8,NA,NA
133,06-Jan,12:00,27.769596915,8.8,NA,NA
134,06-Jan,13:00,27.769596915,3.2685714285,NA,NA
134,06-Jan,13:00,27.769596915,3.2685714285,NA,NA
135,06-Jan,14:00,17.35599807,0.0,NA,NA
135,06-Jan,14:00,17.35599807,0.0,NA,NA
136,06-Jan,15:00,10.413598845,0.0,NA,NA
136,06-Jan,15:00,10.413598845,0.0,NA,NA
137,06-Jan,16:00,10.413598845,0.0,NA,NA
137,06-Jan,16:00,10.413598845,0.0,NA,NA
138,06-Jan,17:00,20.827197685,0.0,NA,NA
138,06-Jan,17:00,20.827197685,0.0,NA,NA
139,06-Jan,18:00,31.24079653,8.8,NA,NA
139,06-Jan,18:00,31.24079653,8.8,NA,NA
140,06-Jan,19:00,31.24079653,3.2685714285,NA,NA
140,06-Jan,19:00,31.24079653,3.2685714285,NA,NA
141,06-Jan,20:00,34.711996145,0.0,NA,NA
141,06-Jan,20:00,34.711996145,0.0,NA,NA
142,06-Jan,21:00,27.769596915,0.0,NA,NA
142,06-Jan,21:00,27.769596915,0.0,NA,NA
143,06-Jan,22:00,27.769596915,0.0,NA,NA
143,06-Jan,22:00,27.769596915,0.0,NA,NA
144,06-Jan,23:00,17.35599807,0.0,NA,NA
144,06-Jan,23:00,17.35599807,0.0,NA,NA
145,07-Jan,00:00,7.810199135,0.0,NA,NA
145,07-Jan,00:00,7.810199135,0.0,NA,NA
146,07-Jan,01:00,7.810199135,2.1,NA,NA
146,07-Jan,01:00,7.810199135,2.1,NA,NA
147,07-Jan,02:00,5.20679942,2.1,NA,NA
147,07-Jan,02:00,5.20679942,2.1,NA,NA
148,07-Jan,03:00,5.20679942,2.1,NA,NA
148,07-Jan,03:00,5.20679942,2.1,NA,NA
149,07-Jan,04:00,5.20679942,2.1,NA,NA
149,07-Jan,04:00,5.20679942,2.1,NA,NA
150,07-Jan,05:00,5.20679942,2.1,NA,NA
150,07-Jan,05:00,5.20679942,2.1,NA,NA
151,07-Jan,06:00,7.810199135,0.0,NA,NA
151,07-Jan,06:00,7.810199135,0.0,NA,NA
152,07-Jan,07:00,7.810199135,0.0,NA,NA
152,07-Jan,07:00,7.810199135,0.0,NA,NA
153,07-Jan,08:00,18.223797975,0.0,NA,NA
153,07-Jan,08:00,18.223797975,0.0,NA,NA
154,07-Jan,09:00,13.016998555,0.0,NA,NA
154,07-Jan,09:00,13.016998555,0.0,NA,NA
155,07-Jan,10:00,13.016998555,0.0,NA,NA
155,07-Jan,10:00,13.016998555,0.0,NA,NA
156,07-Jan,11:00,7.810199135,0.0,NA,NA
156,07-Jan,11:00,7.810199135,0.0,NA,NA
157,07-Jan,12:00,20.827197685,6.6,NA,NA
157,07-Jan,12:00,20.827197685,6.6,NA,NA
158,07-Jan,13:00,20.827197685,2.4514285715,NA,NA
158,07-Jan,13:00,20.827197685,2.4514285715,NA,NA
159,07-Jan,14:00,13.016998555,0.0,NA,NA
159,07-Jan,14:00,13.016998555,0.0,NA,NA
160,07-Jan,15:00,7.810199135,0.0,NA,NA
160,07-Jan,15:00,7.810199135,0.0,NA,NA
161,07-Jan,16:00,7.810199135,0.0,NA,NA
161,07-Jan,16:00,7.810199135,0.0,NA,NA
162,07-Jan,17:00,15.620398265,0.0,NA,NA
162,07-Jan,17:00,15.620398265,0.0,NA,NA
163,07-Jan,18:00,23.4305974,6.6,NA,NA
163,07-Jan,18:00,23.4305974,6.6,NA,NA
164,07-Jan,19:00,23.4305974,2.4514285715,NA,NA
164,07-Jan,19:00,23.4305974,2.4514285715,NA,NA
165,07-Jan,20:00,26.03399711,0.0,NA,NA
165,07-Jan,20:00,26.03399711,0.0,NA,NA
166,07-Jan,21:00,20.827197685,0.0,NA,NA
166,07-Jan,21:00,20.827197685,0.0,NA,NA
167,07-Jan,22:00,20.827197685,0.0,NA,NA
167,07-Jan,22:00,20.827197685,0.0,NA,NA
168,07-Jan,23:00,13.016998555,0.0,NA,NA
168,07-Jan,23:00,13.016998555,0.0,NA,NA
169,08-Jan,00:00,7.810199135,0.0,NA,NA
169,08-Jan,00:00,7.810199135,0.0,NA,NA
170,08-Jan,01:00,7.810199135,2.1,NA,NA
170,08-Jan,01:00,7.810199135,2.1,NA,NA
171,08-Jan,02:00,5.20679942,2.1,NA,NA
171,08-Jan,02:00,5.20679942,2.1,NA,NA
172,08-Jan,03:00,5.20679942,2.1,NA,NA
172,08-Jan,03:00,5.20679942,2.1,NA,NA
173,08-Jan,04:00,5.20679942,2.1,NA,NA
173,08-Jan,04:00,5.20679942,2.1,NA,NA
174,08-Jan,05:00,5.20679942,2.1,NA,NA
174,08-Jan,05:00,5.20679942,2.1,NA,NA
175,08-Jan,06:00,7.810199135,0.0,NA,NA
175,08-Jan,06:00,7.810199135,0.0,NA,NA
176,08-Jan,07:00,7.810199135,0.0,NA,NA
176,08-Jan,07:00,7.810199135,0.0,NA,NA
177,08-Jan,08:00,18.223797975,0.0,NA,NA
177,08-Jan,08:00,18.223797975,0.0,NA,NA
178,08-Jan,09:00,13.016998555,0.0,NA,NA
178,08-Jan,09:00,13.016998555,0.0,NA,NA
179,08-Jan,10:00,13.016998555,0.0,NA,NA
179,08-Jan,10:00,13.016998555,0.0,NA,NA
180,08-Jan,11:00,7.810199135,0.0,NA,NA
180,08-Jan,11:00,7.810199135,0.0,NA,NA
181,08-Jan,12:00,20.827197685,6.6,NA,NA
181,08-Jan,12:00,20.827197685,6.6,NA,NA
182,08-Jan,13:00,20.827197685,2.4514285715,NA,NA
182,08-Jan,13:00,20.827197685,2.4514285715,NA,NA
183,08-Jan,14:00,13.016998555,0.0,NA,NA
183,08-Jan,14:00,13.016998555,0.0,NA,NA
184,08-Jan,15:00,7.810199135,0.0,NA,NA
184,08-Jan,15:00,7.810199135,0.0,NA,NA
185,08-Jan,16:00,7.810199135,0.0,NA,NA
185,08-Jan,16:00,7.810199135,0.0,NA,NA
186,08-Jan,17:00,15.620398265,0.0,NA,NA
186,08-Jan,17:00,15.620398265,0.0,NA,NA
187,08-Jan,18:00,23.4305974,6.6,NA,NA
187,08-Jan,18:00,23.4305974,6.6,NA,NA
188,08-Jan,19:00,23.4305974,2.4514285715,NA,NA
188,08-Jan,19:00,23.4305974,2.4514285715,NA,NA
189,08-Jan,20:00,26.03399711,0.0,NA,NA
189,08-Jan,20:00,26.03399711,0.0,NA,NA
190,08-Jan,21:00,20.827197685,0.0,NA,NA
190,08-Jan,21:00,20.827197685,0.0,NA,NA
191,08-Jan,22:00,20.827197685,0.0,NA,NA
191,08-Jan,22:00,20.827197685,0.0,NA,NA
192,08-Jan,23:00,13.016998555,0.0,NA,NA
192,08-Jan,23:00,13.016998555,0.0,NA,NA
193,09-Jan,00:00,7.810199135,0.0,NA,NA
193,09-Jan,00:00,7.810199135,0.0,NA,NA
194,09-Jan,01:00,7.810199135,2.1,NA,NA
194,09-Jan,01:00,7.810199135,2.1,NA,NA
195,09-Jan,02:00,5.20679942,2.1,NA,NA
195,09-Jan,02:00,5.20679942,2.1,NA,NA
196,09-Jan,03:00,5.20679942,2.1,NA,NA
196,09-Jan,03:00,5.20679942,2.1,NA,NA
197,09-Jan,04:00,5.20679942,2.1,NA,NA
197,09-Jan,04:00,5.20679942,2.1,NA,NA
198,09-Jan,05:00,5.20679942,2.1,NA,NA
198,09-Jan,05:00,5.20679942,2.1,NA,NA
199,09-Jan,06:00,7.810199135,0.0,NA,NA
199,09-Jan,06:00,7.810199135,0.0,NA,NA
200,09-Jan,07:00,7.810199135,0.0,NA,NA
200,09-Jan,07:00,7.810199135,0.0,NA,NA
201,09-Jan,08:00,18.223797975,0.0,NA,NA
201,09-Jan,08:00,18.223797975,0.0,NA,NA
202,09-Jan,09:00,13.016998555,0.0,NA,NA
202,09-Jan,09:00,13.016998555,0.0,NA,NA
203,09-Jan,10:00,13.016998555,0.0,NA,NA
203,09-Jan,10:00,13.016998555,0.0,NA,NA
204,09-Jan,11:00,7.810199135,0.0,NA,NA
204,09-Jan,11:00,7.810199135,0.0,NA,NA
205,09-Jan,12:00,20.827197685,6.6,NA,NA
205,09-Jan,12:00,20.827197685,6.6,NA,NA
206,09-Jan,13:00,20.827197685,2.4514285715,NA,NA
206,09-Jan,13:00,20.827197685,2.4514285715,NA,NA
207,09-Jan,14:00,13.016998555,0.0,NA,NA
207,09-Jan,14:00,13.016998555,0.0,NA,NA
208,09-Jan,15:00,7.810199135,0.0,NA,NA
208,09-Jan,15:00,7.810199135,0.0,NA,NA
209,09-Jan,16:00,7.810199135,0.0,NA,NA
209,09-Jan,16:00,7.810199135,0.0,NA,NA
210,09-Jan,17:00,15.620398265,0.0,NA,NA
210,09-Jan,17:00,15.620398265,0.0,NA,NA
211,09-Jan,18:00,23.4305974,6.6,NA,NA
211,09-Jan,18:00,23.4305974,6.6,NA,NA
212,09-Jan,19:00,23.4305974,2.4514285715,NA,NA
212,09-Jan,19:00,23.4305974,2.4514285715,NA,NA
213,09-Jan,20:00,26.03399711,0.0,NA,NA
213,09-Jan,20:00,26.03399711,0.0,NA,NA
214,09-Jan,21:00,20.827197685,0.0,NA,NA
214,09-Jan,21:00,20.827197685,0.0,NA,NA
215,09-Jan,22:00,20.827197685,0.0,NA,NA
215,09-Jan,22:00,20.827197685,0.0,NA,NA
216,09-Jan,23:00,13.016998555,0.0,NA,NA
216,09-Jan,23:00,13.016998555,0.0,NA,NA
217,10-Jan,00:00,7.810199135,0.0,NA,NA
217,10-Jan,00:00,7.810199135,0.0,NA,NA
218,10-Jan,01:00,7.810199135,2.1,NA,NA
218,10-Jan,01:00,7.810199135,2.1,NA,NA
219,10-Jan,02:00,5.20679942,2.1,NA,NA
219,10-Jan,02:00,5.20679942,2.1,NA,NA
220,10-Jan,03:00,5.20679942,2.1,NA,NA
220,10-Jan,03:00,5.20679942,2.1,NA,NA
221,10-Jan,04:00,5.20679942,2.1,NA,NA
221,10-Jan,04:00,5.20679942,2.1,NA,NA
222,10-Jan,05:00,5.20679942,2.1,NA,NA
222,10-Jan,05:00,5.20679942,2.1,NA,NA
223,10-Jan,06:00,7.810199135,0.0,NA,NA
223,10-Jan,06:00,7.810199135,0.0,NA,NA
224,10-Jan,07:00,7.810199135,0.0,NA,NA
224,10-Jan,07:00,7.810199135,0.0,NA,NA
225,10-Jan,08:00,18.223797975,0.0,NA,NA
225,10-Jan,08:00,18.223797975,0.0,NA,NA
226,10-Jan,09:00,13.016998555,0.0,NA,NA
226,10-Jan,09:00,13.016998555,0.0,NA,NA
227,10-Jan,10:00,13.016998555,0.0,NA,NA
227,10-Jan,10:00,13.016998555,0.0,NA,NA
228,10-Jan,11:00,7.810199135,0.0,NA,NA
228,10-Jan,11:00,7.810199135,0.0,NA,NA
229,10-Jan,12:00,20.827197685,6.6,NA,NA
229,10-Jan,12:00,20.827197685,6.6,NA,NA
230,10-Jan,13:00,20.827197685,2.4514285715,NA,NA
230,10-Jan,13:00,20.827197685,2.4514285715,NA,NA
231,10-Jan,14:00,13.016998555,0.0,NA,NA
231,10-Jan,14:00,13.016998555,0.0,NA,NA
232,10-Jan,15:00,7.810199135,0.0,NA,NA
232,10-Jan,15:00,7.810199135,0.0,NA,NA
233,10-Jan,16:00,7.810199135,0.0,NA,NA
233,10-Jan,16:00,7.810199135,0.0,NA,NA
234,10-Jan,17:00,15.620398265,0.0,NA,NA
234,10-Jan,17:00,15.620398265,0.0,NA,NA
235,10-Jan,18:00,23.4305974,6.6,NA,NA
235,10-Jan,18:00,23.4305974,6.6,NA,NA
236,10-Jan,19:00,23.4305974,2.4514285715,NA,NA
236,10-Jan,19:00,23.4305974,2.4514285715,NA,NA
237,10-Jan,20:00,26.03399711,0.0,NA,NA
237,10-Jan,20:00,26.03399711,0.0,NA,NA
238,10-Jan,21:00,20.827197685,0.0,NA,NA
238,10-Jan,21:00,20.827197685,0.0,NA,NA
239,10-Jan,22:00,20.827197685,0.0,NA,NA
239,10-Jan,22:00,20.827197685,0.0,NA,NA
240,10-Jan,23:00,13.016998555,0.0,NA,NA
240,10-Jan,23:00,13.016998555,0.0,NA,NA
241,11-Jan,00:00,7.810199135,0.0,NA,NA
241,11-Jan,00:00,7.810199135,0.0,NA,NA
242,11-Jan,01:00,7.810199135,2.1,NA,NA
242,11-Jan,01:00,7.810199135,2.1,NA,NA
243,11-Jan,02:00,5.20679942,2.1,NA,NA
243,11-Jan,02:00,5.20679942,2.1,NA,NA
244,11-Jan,03:00,5.20679942,2.1,NA,NA
244,11-Jan,03:00,5.20679942,2.1,NA,NA
245,11-Jan,04:00,5.20679942,2.1,NA,NA
245,11-Jan,04:00,5.20679942,2.1,NA,NA
246,11-Jan,05:00,5.20679942,2.1,NA,NA
246,11-Jan,05:00,5.20679942,2.1,NA,NA
247,11-Jan,06:00,7.810199135,0.0,NA,NA
