HoY,Date,Start Time,RGen1,RGen2,RGen3,RGen4,
32,02-Jan,07:00,0.0,0.0,0.0,,
33,02-Jan,08:00,0.008,0.018,0.005,,
33,02-Jan,08:00,0.008,0.018,0.005,,
34,02-Jan,09:00,0.077,0.126,0.0655,,
34,02-Jan,09:00,0.077,0.126,0.0655,,
35,02-Jan,10:00,0.1915,0.276,0.1925,,
35,02-Jan,10:00,0.1915,0.276,0.1925,,
36,02-Jan,11:00,0.253,0.324,0.284,,
36,02-Jan,11:00,0.253,0.324,0.284,,
37,02-Jan,12:00,0.2565,0.2955,0.3155,,
37,02-Jan,12:00,0.2565,0.2955,0.3155,,
38,02-Jan,13:00,0.2245,0.231,0.306,,
38,02-Jan,13:00,0.2245,0.231,0.306,,
39,02-Jan,14:00,0.15,0.1325,0.2335,,
39,02-Jan,14:00,0.15,0.1325,0.2335,,
40,02-Jan,15:00,0.0455,0.031,0.087,,
40,02-Jan,15:00,0.0455,0.031,0.087,,
41,02-Jan,16:00,0.0,0.0,0.0,,
41,02-Jan,16:00,0.0,0.0,0.0,,
42,02-Jan,17:00,0.0,0.0,0.0,,
42,02-Jan,17:00,0.0,0.0,0.0,,
43,02-Jan,18:00,0.0,0.0,0.0,,
43,02-Jan,18:00,0.0,0.0,0.0,,
44,02-Jan,19:00,0.0,0.0,0.0,,
44,02-Jan,19:00,0.0,0.0,0.0,,
45,02-Jan,20:00,0.0,0.0,0.0,,
45,02-Jan,20:00,0.0,0.0,0.0,,
46,02-Jan,21:00,0.0,0.0,0.0,,
46,02-Jan,21:00,0.0,0.0,0.0,,
47,02-Jan,22:00,0.0,0.0,0.0,,
47,02-Jan,22:00,0.0,0.0,0.0,,
48,02-Jan,23:00,0.0,0.0,0.0,,
48,02-Jan,23:00,0.0,0.0,0.0,,
49,03-Jan,00:00,0.0,0.0,0.0,,
49,03-Jan,00:00,0.0,0.0,0.0,,
50,03-Jan,01:00,0.0,0.0,0.0,,
50,03-Jan,01:00,0.0,0.0,0.0,,
51,03-Jan,02:00,0.0,0.0,0.0,,
51,03-Jan,02:00,0.0,0.0,0.0,,
52,03-Jan,03:00,0.0,0.0,0.0,,
52,03-Jan,03:00,0.0,0.0,0.0,,
53,03-Jan,04:00,0.0,0.0,0.0,,
53,03-Jan,04:00,0.0,0.0,0.0,,
54,03-Jan,05:00,0.0,0.0,0.0,,
54,03-Jan,05:00,0.0,0.0,0.0,,
55,03-Jan,06:00,0.0,0.0,0.0,,
55,03-Jan,06:00,0.0,0.0,0.0,,
56,03-Jan,07:00,0.0,0.0,0.0,,
56,03-Jan,07:00,0.0,0.0,0.0,,
57,03-Jan,08:00,0.011,0.026,0.007,,
57,03-Jan,08:00,0.011,0.026,0.007,,
58,03-Jan,09:00,0.0945,0.159,0.081,,
58,03-Jan,09:00,0.0945,0.159,0.081,,
59,03-Jan,10:00,0.177,0.253,0.1765,,
59,03-Jan,10:00,0.177,0.253,0.1765,,
60,03-Jan,11:00,0.218,0.276,0.2415,,
60,03-Jan,11:00,0.218,0.276,0.2415,,
61,03-Jan,12:00,0.2365,0.27,0.288,,
61,03-Jan,12:00,0.2365,0.27,0.288,,
62,03-Jan,13:00,0.216,0.2215,0.2925,,
62,03-Jan,13:00,0.216,0.2215,0.2925,,
63,03-Jan,14:00,0.1495,0.132,0.231,,
63,03-Jan,14:00,0.1495,0.132,0.231,,
64,03-Jan,15:00,0.0505,0.034,0.097,,
64,03-Jan,15:00,0.0505,0.034,0.097,,
65,03-Jan,16:00,0.0,0.0,0.0,,
65,03-Jan,16:00,0.0,0.0,0.0,,
66,03-Jan,17:00,0.0,0.0,0.0,,
66,03-Jan,17:00,0.0,0.0,0.0,,
67,03-Jan,18:00,0.0,0.0,0.0,,
67,03-Jan,18:00,0.0,0.0,0.0,,
68,03-Jan,19:00,0.0,0.0,0.0,,
68,03-Jan,19:00,0.0,0.0,0.0,,
69,03-Jan,20:00,0.0,0.0,0.0,,
69,03-Jan,20:00,0.0,0.0,0.0,,
70,03-Jan,21:00,0.0,0.0,0.0,,
70,03-Jan,21:00,0.0,0.0,0.0,,
71,03-Jan,22:00,0.0,0.0,0.0,,
71,03-Jan,22:00,0.0,0.0,0.0,,
72,03-Jan,23:00,0.0,0.0,0.0,,
72,03-Jan,23:00,0.0,0.0,0.0,,
73,04-Jan,00:00,0.0,0.0,0.0,,
73,04-Jan,00:00,0.0,0.0,0.0,,
74,04-Jan,01:00,0.0,0.0,0.0,,
74,04-Jan,01:00,0.0,0.0,0.0,,
75,04-Jan,02:00,0.0,0.0,0.0,,
75,04-Jan,02:00,0.0,0.0,0.0,,
76,04-Jan,03:00,0.0,0.0,0.0,,
76,04-Jan,03:00,0.0,0.0,0.0,,
77,04-Jan,04:00,0.0,0.0,0.0,,
77,04-Jan,04:00,0.0,0.0,0.0,,
78,04-Jan,05:00,0.0,0.0,0.0,,
78,04-Jan,05:00,0.0,0.0,0.0,,
79,04-Jan,06:00,0.0,0.0,0.0,,
79,04-Jan,06:00,0.0,0.0,0.0,,
80,04-Jan,07:00,0.0,0.0,0.0,,
80,04-Jan,07:00,0.0,0.0,0.0,,
81,04-Jan,08:00,0.019,0.048,0.012,,
81,04-Jan,08:00,0.019,0.048,0.012,,
82,04-Jan,09:00,0.1265,0.2205,0.1095,,
82,04-Jan,09:00,0.1265,0.2205,0.1095,,
83,04-Jan,10:00,0.2115,0.3075,0.213,,
83,04-Jan,10:00,0.2115,0.3075,0.213,,
84,04-Jan,11:00,0.255,0.3265,0.285,,
84,04-Jan,11:00,0.255,0.3265,0.285,,
85,04-Jan,12:00,0.256,0.2945,0.3135,,
85,04-Jan,12:00,0.256,0.2945,0.3135,,
86,04-Jan,13:00,0.224,0.2305,0.304,,
86,04-Jan,13:00,0.224,0.2305,0.304,,
87,04-Jan,14:00,0.1475,0.13,0.2275,,
87,04-Jan,14:00,0.1475,0.13,0.2275,,
88,04-Jan,15:00,0.038,0.0255,0.0695,,
88,04-Jan,15:00,0.038,0.0255,0.0695,,
89,04-Jan,16:00,0.0,0.0,0.0,,
89,04-Jan,16:00,0.0,0.0,0.0,,
90,04-Jan,17:00,0.0,0.0,0.0,,
90,04-Jan,17:00,0.0,0.0,0.0,,
91,04-Jan,18:00,0.0,0.0,0.0,,
91,04-Jan,18:00,0.0,0.0,0.0,,
92,04-Jan,19:00,0.0,0.0,0.0,,
92,04-Jan,19:00,0.0,0.0,0.0,,
93,04-Jan,20:00,0.0,0.0,0.0,,
93,04-Jan,20:00,0.0,0.0,0.0,,
94,04-Jan,21:00,0.0,0.0,0.0,,
94,04-Jan,21:00,0.0,0.0,0.0,,
95,04-Jan,22:00,0.0,0.0,0.0,,
95,04-Jan,22:00,0.0,0.0,0.0,,
96,04-Jan,23:00,0.0,0.0,0.0,,
96,04-Jan,23:00,0.0,0.0,0.0,,
97,05-Jan,00:00,0.0,0.0,0.0,,
97,05-Jan,00:00,0.0,0.0,0.0,,
98,05-Jan,01:00,0.0,0.0,0.0,,
98,05-Jan,01:00,0.0,0.0,0.0,,
99,05-Jan,02:00,0.0,0.0,0.0,,
99,05-Jan,02:00,0.0,0.0,0.0,,
100,05-Jan,03:00,0.0,0.0,0.0,,
100,05-Jan,03:00,0.0,0.0,0.0,,
101,05-Jan,04:00,0.0,0.0,0.0,,
101,05-Jan,04:00,0.0,0.0,0.0,,
102,05-Jan,05:00,0.0,0.0,0.0,,
102,05-Jan,05:00,0.0,0.0,0.0,,
103,05-Jan,06:00,0.0,0.0,0.0,,
103,05-Jan,06:00,0.0,0.0,0.0,,
104,05-Jan,07:00,0.0,0.0,0.0,,
104,05-Jan,07:00,0.0,0.0,0.0,,
105,05-Jan,08:00,0.0275,0.0695,0.017,,
105,05-Jan,08:00,0.0275,0.0695,0.017,,
106,05-Jan,09:00,0.1495,0.264,0.1295,,
106,05-Jan,09:00,0.1495,0.264,0.1295,,
107,05-Jan,10:00,0.231,0.3375,0.2335,,
107,05-Jan,10:00,0.231,0.3375,0.2335,,
108,05-Jan,11:00,0.2715,0.3495,0.3045,,
108,05-Jan,11:00,0.2715,0.3495,0.3045,,
109,05-Jan,12:00,0.276,0.319,0.3395,,
109,05-Jan,12:00,0.276,0.319,0.3395,,
110,05-Jan,13:00,0.245,0.2535,0.334,,
110,05-Jan,13:00,0.245,0.2535,0.334,,
111,05-Jan,14:00,0.175,0.156,0.274,,
111,05-Jan,14:00,0.175,0.156,0.274,,
112,05-Jan,15:00,0.061,0.0415,0.119,,
112,05-Jan,15:00,0.061,0.0415,0.119,,
113,05-Jan,16:00,0.0,0.0,0.0,,
113,05-Jan,16:00,0.0,0.0,0.0,,
114,05-Jan,17:00,0.0,0.0,0.0,,
114,05-Jan,17:00,0.0,0.0,0.0,,
115,05-Jan,18:00,0.0,0.0,0.0,,
115,05-Jan,18:00,0.0,0.0,0.0,,
116,05-Jan,19:00,0.0,0.0,0.0,,
116,05-Jan,19:00,0.0,0.0,0.0,,
117,05-Jan,20:00,0.0,0.0,0.0,,
117,05-Jan,20:00,0.0,0.0,0.0,,
118,05-Jan,21:00,0.0,0.0,0.0,,
118,05-Jan,21:00,0.0,0.0,0.0,,
119,05-Jan,22:00,0.0,0.0,0.0,,
119,05-Jan,22:00,0.0,0.0,0.0,,
120,05-Jan,23:00,0.0,0.0,0.0,,
120,05-Jan,23:00,0.0,0.0,0.0,,
121,06-Jan,00:00,0.0,0.0,0.0,,
121,06-Jan,00:00,0.0,0.0,0.0,,
122,06-Jan,01:00,0.0,0.0,0.0,,
122,06-Jan,01:00,0.0,0.0,0.0,,
123,06-Jan,02:00,0.0,0.0,0.0,,
123,06-Jan,02:00,0.0,0.0,0.0,,
124,06-Jan,03:00,0.0,0.0,0.0,,
124,06-Jan,03:00,0.0,0.0,0.0,,
125,06-Jan,04:00,0.0,0.0,0.0,,
125,06-Jan,04:00,0.0,0.0,0.0,,
126,06-Jan,05:00,0.0,0.0,0.0,,
126,06-Jan,05:00,0.0,0.0,0.0,,
127,06-Jan,06:00,0.0,0.0,0.0,,
127,06-Jan,06:00,0.0,0.0,0.0,,
128,06-Jan,07:00,0.0,0.0,0.0,,
128,06-Jan,07:00,0.0,0.0,0.0,,
129,06-Jan,08:00,0.0,0.0,0.0,,
129,06-Jan,08:00,0.0,0.0,0.0,,
130,06-Jan,09:00,0.0085,0.007,0.006,,
130,06-Jan,09:00,0.0085,0.007,0.006,,
131,06-Jan,10:00,0.022,0.0185,0.017,,
131,06-Jan,10:00,0.022,0.0185,0.017,,
132,06-Jan,11:00,0.0275,0.0225,0.022,,
132,06-Jan,11:00,0.0275,0.0225,0.022,,
133,06-Jan,12:00,0.029,0.023,0.0235,,
133,06-Jan,12:00,0.029,0.023,0.0235,,
134,06-Jan,13:00,0.026,0.0205,0.0215,,
134,06-Jan,13:00,0.026,0.0205,0.0215,,
135,06-Jan,14:00,0.0105,0.008,0.0085,,
135,06-Jan,14:00,0.0105,0.008,0.0085,,
136,06-Jan,15:00,0.0025,0.0015,0.002,,
136,06-Jan,15:00,0.0025,0.0015,0.002,,
137,06-Jan,16:00,0.0,0.0,0.0,,
137,06-Jan,16:00,0.0,0.0,0.0,,
138,06-Jan,17:00,0.0,0.0,0.0,,
138,06-Jan,17:00,0.0,0.0,0.0,,
139,06-Jan,18:00,0.0,0.0,0.0,,
139,06-Jan,18:00,0.0,0.0,0.0,,
140,06-Jan,19:00,0.0,0.0,0.0,,
140,06-Jan,19:00,0.0,0.0,0.0,,
141,06-Jan,20:00,0.0,0.0,0.0,,
141,06-Jan,20:00,0.0,0.0,0.0,,
142,06-Jan,21:00,0.0,0.0,0.0,,
142,06-Jan,21:00,0.0,0.0,0.0,,
143,06-Jan,22:00,0.0,0.0,0.0,,
143,06-Jan,22:00,0.0,0.0,0.0,,
144,06-Jan,23:00,0.0,0.0,0.0,,
144,06-Jan,23:00,0.0,0.0,0.0,,
145,07-Jan,00:00,0.0,0.0,0.0,,
145,07-Jan,00:00,0.0,0.0,0.0,,
146,07-Jan,01:00,0.0,0.0,0.0,,
146,07-Jan,01:00,0.0,0.0,0.0,,
147,07-Jan,02:00,0.0,0.0,0.0,,
147,07-Jan,02:00,0.0,0.0,0.0,,
148,07-Jan,03:00,0.0,0.0,0.0,,
148,07-Jan,03:00,0.0,0.0,0.0,,
149,07-Jan,04:00,0.0,0.0,0.0,,
149,07-Jan,04:00,0.0,0.0,0.0,,
150,07-Jan,05:00,0.0,0.0,0.0,,
150,07-Jan,05:00,0.0,0.0,0.0,,
151,07-Jan,06:00,0.0,0.0,0.0,,
151,07-Jan,06:00,0.0,0.0,0.0,,
152,07-Jan,07:00,0.0,0.0,0.0,,
152,07-Jan,07:00,0.0,0.0,0.0,,
153,07-Jan,08:00,0.0025,0.0035,0.0015,,
153,07-Jan,08:00,0.0025,0.0035,0.0015,,
154,07-Jan,09:00,0.0295,0.0345,0.0235,,
154,07-Jan,09:00,0.0295,0.0345,0.0235,,
155,07-Jan,10:00,0.066,0.0725,0.0575,,
155,07-Jan,10:00,0.066,0.0725,0.0575,,
156,07-Jan,11:00,0.0745,0.0735,0.068,,
156,07-Jan,11:00,0.0745,0.0735,0.068,,
157,07-Jan,12:00,0.0745,0.0685,0.0705,,
157,07-Jan,12:00,0.0745,0.0685,0.0705,,
158,07-Jan,13:00,0.039,0.032,0.035,,
158,07-Jan,13:00,0.039,0.032,0.035,,
159,07-Jan,14:00,0.028,0.022,0.0265,,
159,07-Jan,14:00,0.028,0.022,0.0265,,
160,07-Jan,15:00,0.0055,0.004,0.0055,,
160,07-Jan,15:00,0.0055,0.004,0.0055,,
161,07-Jan,16:00,0.0,0.0,0.0,,
161,07-Jan,16:00,0.0,0.0,0.0,,
162,07-Jan,17:00,0.0,0.0,0.0,,
162,07-Jan,17:00,0.0,0.0,0.0,,
163,07-Jan,18:00,0.0,0.0,0.0,,
163,07-Jan,18:00,0.0,0.0,0.0,,
164,07-Jan,19:00,0.0,0.0,0.0,,
164,07-Jan,19:00,0.0,0.0,0.0,,
165,07-Jan,20:00,0.0,0.0,0.0,,
165,07-Jan,20:00,0.0,0.0,0.0,,
166,07-Jan,21:00,0.0,0.0,0.0,,
166,07-Jan,21:00,0.0,0.0,0.0,,
167,07-Jan,22:00,0.0,0.0,0.0,,
167,07-Jan,22:00,0.0,0.0,0.0,,
168,07-Jan,23:00,0.0,0.0,0.0,,
168,07-Jan,23:00,0.0,0.0,0.0,,
169,08-Jan,00:00,0.0,0.0,0.0,,
169,08-Jan,00:00,0.0,0.0,0.0,,
170,08-Jan,01:00,0.0,0.0,0.0,,
170,08-Jan,01:00,0.0,0.0,0.0,,
171,08-Jan,02:00,0.0,0.0,0.0,,
171,08-Jan,02:00,0.0,0.0,0.0,,
172,08-Jan,03:00,0.0,0.0,0.0,,
172,08-Jan,03:00,0.0,0.0,0.0,,
173,08-Jan,04:00,0.0,0.0,0.0,,
173,08-Jan,04:00,0.0,0.0,0.0,,
174,08-Jan,05:00,0.0,0.0,0.0,,
174,08-Jan,05:00,0.0,0.0,0.0,,
175,08-Jan,06:00,0.0,0.0,0.0,,
175,08-Jan,06:00,0.0,0.0,0.0,,
176,08-Jan,07:00,0.0,0.0,0.0,,
176,08-Jan,07:00,0.0,0.0,0.0,,
177,08-Jan,08:00,0.003,0.0055,0.002,,
177,08-Jan,08:00,0.003,0.0055,0.002,,
178,08-Jan,09:00,0.0325,0.04,0.0255,,
178,08-Jan,09:00,0.0325,0.04,0.0255,,
179,08-Jan,10:00,0.08,0.095,0.072,,
179,08-Jan,10:00,0.08,0.095,0.072,,
180,08-Jan,11:00,0.1355,0.157,0.139,,
180,08-Jan,11:00,0.1355,0.157,0.139,,
181,08-Jan,12:00,0.173,0.189,0.1995,,
181,08-Jan,12:00,0.173,0.189,0.1995,,
182,08-Jan,13:00,0.164,0.163,0.2105,,
182,08-Jan,13:00,0.164,0.163,0.2105,,
183,08-Jan,14:00,0.12,0.1045,0.1755,,
183,08-Jan,14:00,0.12,0.1045,0.1755,,
184,08-Jan,15:00,0.0465,0.0315,0.0835,,
184,08-Jan,15:00,0.0465,0.0315,0.0835,,
185,08-Jan,16:00,0.0,0.0,0.0,,
185,08-Jan,16:00,0.0,0.0,0.0,,
186,08-Jan,17:00,0.0,0.0,0.0,,
186,08-Jan,17:00,0.0,0.0,0.0,,
187,08-Jan,18:00,0.0,0.0,0.0,,
187,08-Jan,18:00,0.0,0.0,0.0,,
188,08-Jan,19:00,0.0,0.0,0.0,,
188,08-Jan,19:00,0.0,0.0,0.0,,
189,08-Jan,20:00,0.0,0.0,0.0,,
189,08-Jan,20:00,0.0,0.0,0.0,,
190,08-Jan,21:00,0.0,0.0,0.0,,
190,08-Jan,21:00,0.0,0.0,0.0,,
191,08-Jan,22:00,0.0,0.0,0.0,,
191,08-Jan,22:00,0.0,0.0,0.0,,
192,08-Jan,23:00,0.0,0.0,0.0,,
192,08-Jan,23:00,0.0,0.0,0.0,,
193,09-Jan,00:00,0.0,0.0,0.0,,
193,09-Jan,00:00,0.0,0.0,0.0,,
194,09-Jan,01:00,0.0,0.0,0.0,,
194,09-Jan,01:00,0.0,0.0,0.0,,
195,09-Jan,02:00,0.0,0.0,0.0,,
195,09-Jan,02:00,0.0,0.0,0.0,,
196,09-Jan,03:00,0.0,0.0,0.0,,
196,09-Jan,03:00,0.0,0.0,0.0,,
197,09-Jan,04:00,0.0,0.0,0.0,,
197,09-Jan,04:00,0.0,0.0,0.0,,
198,09-Jan,05:00,0.0,0.0,0.0,,
198,09-Jan,05:00,0.0,0.0,0.0,,
199,09-Jan,06:00,0.0,0.0,0.0,,
199,09-Jan,06:00,0.0,0.0,0.0,,
200,09-Jan,07:00,0.0,0.0,0.0,,
200,09-Jan,07:00,0.0,0.0,0.0,,
201,09-Jan,08:00,0.005,0.01,0.003,,
201,09-Jan,08:00,0.005,0.01,0.003,,
202,09-Jan,09:00,0.0495,0.071,0.0405,,
202,09-Jan,09:00,0.0495,0.071,0.0405,,
203,09-Jan,10:00,0.1835,0.2605,0.18,,
203,09-Jan,10:00,0.1835,0.2605,0.18,,
204,09-Jan,11:00,0.255,0.3245,0.281,,
204,09-Jan,11:00,0.255,0.3245,0.281,,
205,09-Jan,12:00,0.2575,0.2945,0.3115,,
205,09-Jan,12:00,0.2575,0.2945,0.3115,,
206,09-Jan,13:00,0.2255,0.2305,0.3005,,
206,09-Jan,13:00,0.2255,0.2305,0.3005,,
207,09-Jan,14:00,0.116,0.1005,0.169,,
207,09-Jan,14:00,0.116,0.1005,0.169,,
208,09-Jan,15:00,0.031,0.021,0.0505,,
208,09-Jan,15:00,0.031,0.021,0.0505,,
209,09-Jan,16:00,0.0,0.0,0.0,,
209,09-Jan,16:00,0.0,0.0,0.0,,
210,09-Jan,17:00,0.0,0.0,0.0,,
210,09-Jan,17:00,0.0,0.0,0.0,,
211,09-Jan,18:00,0.0,0.0,0.0,,
211,09-Jan,18:00,0.0,0.0,0.0,,
212,09-Jan,19:00,0.0,0.0,0.0,,
212,09-Jan,19:00,0.0,0.0,0.0,,
213,09-Jan,20:00,0.0,0.0,0.0,,
213,09-Jan,20:00,0.0,0.0,0.0,,
214,09-Jan,21:00,0.0,0.0,0.0,,
214,09-Jan,21:00,0.0,0.0,0.0,,
215,09-Jan,22:00,0.0,0.0,0.0,,
215,09-Jan,22:00,0.0,0.0,0.0,,
216,09-Jan,23:00,0.0,0.0,0.0,,
216,09-Jan,23:00,0.0,0.0,0.0,,
217,10-Jan,00:00,0.0,0.0,0.0,,
217,10-Jan,00:00,0.0,0.0,0.0,,
218,10-Jan,01:00,0.0,0.0,0.0,,
218,10-Jan,01:00,0.0,0.0,0.0,,
219,10-Jan,02:00,0.0,0.0,0.0,,
219,10-Jan,02:00,0.0,0.0,0.0,,
220,10-Jan,03:00,0.0,0.0,0.0,,
220,10-Jan,03:00,0.0,0.0,0.0,,
221,10-Jan,04:00,0.0,0.0,0.0,,
221,10-Jan,04:00,0.0,0.0,0.0,,
222,10-Jan,05:00,0.0,0.0,0.0,,
222,10-Jan,05:00,0.0,0.0,0.0,,
223,10-Jan,06:00,0.0,0.0,0.0,,
223,10-Jan,06:00,0.0,0.0,0.0,,
224,10-Jan,07:00,0.0,0.0,0.0,,
224,10-Jan,07:00,0.0,0.0,0.0,,
225,10-Jan,08:00,0.0075,0.015,0.0045,,
225,10-Jan,08:00,0.0075,0.015,0.0045,,
226,10-Jan,09:00,0.069,0.104,0.0565,,
226,10-Jan,09:00,0.069,0.104,0.0565,,
227,10-Jan,10:00,0.1525,0.2085,0.146,,
227,10-Jan,10:00,0.1525,0.2085,0.146,,
228,10-Jan,11:00,0.219,0.273,0.237,,
228,10-Jan,11:00,0.219,0.273,0.237,,
229,10-Jan,12:00,0.208,0.231,0.2435,,
229,10-Jan,12:00,0.208,0.231,0.2435,,
230,10-Jan,13:00,0.1005,0.0935,0.1145,,
230,10-Jan,13:00,0.1005,0.0935,0.1145,,
231,10-Jan,14:00,0.0355,0.0285,0.0365,,
231,10-Jan,14:00,0.0355,0.0285,0.0365,,
232,10-Jan,15:00,0.0075,0.005,0.0075,,
232,10-Jan,15:00,0.0075,0.005,0.0075,,
233,10-Jan,16:00,0.0,0.0,0.0,,
233,10-Jan,16:00,0.0,0.0,0.0,,
234,10-Jan,17:00,0.0,0.0,0.0,,
234,10-Jan,17:00,0.0,0.0,0.0,,
235,10-Jan,18:00,0.0,0.0,0.0,,
235,10-Jan,18:00,0.0,0.0,0.0,,
236,10-Jan,19:00,0.0,0.0,0.0,,
236,10-Jan,19:00,0.0,0.0,0.0,,
237,10-Jan,20:00,0.0,0.0,0.0,,
237,10-Jan,20:00,0.0,0.0,0.0,,
238,10-Jan,21:00,0.0,0.0,0.0,,
238,10-Jan,21:00,0.0,0.0,0.0,,
239,10-Jan,22:00,0.0,0.0,0.0,,
239,10-Jan,22:00,0.0,0.0,0.0,,
240,10-Jan,23:00,0.0,0.0,0.0,,
240,10-Jan,23:00,0.0,0.0,0.0,,
241,11-Jan,00:00,0.0,0.0,0.0,,
241,11-Jan,00:00,0.0,0.0,0.0,,
242,11-Jan,01:00,0.0,0.0,0.0,,
242,11-Jan,01:00,0.0,0.0,0.0,,
243,11-Jan,02:00,0.0,0.0,0.0,,
243,11-Jan,02:00,0.0,0.0,0.0,,
244,11-Jan,03:00,0.0,0.0,0.0,,
244,11-Jan,03:00,0.0,0.0,0.0,,
245,11-Jan,04:00,0.0,0.0,0.0,,
245,11-Jan,04:00,0.0,0.0,0.0,,
246,11-Jan,05:00,0.0,0.0,0.0,,
246,11-Jan,05:00,0.0,0.0,0.0,,
247,11-Jan,06:00,0.0,0.0,0.0,,
247,11-Jan,06:00,0.0,0.0,0.0,,
248,11-Jan,07:00,0.0,0.0,0.0,,
248,11-Jan,07:00,0.0,0.0,0.0,,
249,11-Jan,08:00,0.002,0.003,0.001,,
249,11-Jan,08:00,0.002,0.003,0.001,,
250,11-Jan,09:00,0.03,0.034,0.0235,,
250,11-Jan,09:00,0.03,0.034,0.0235,,
251,11-Jan,10:00,0.0585,0.0605,0.0495,,
251,11-Jan,10:00,0.0585,0.0605,0.0495,,
252,11-Jan,11:00,0.0565,0.0515,0.0485,,
252,11-Jan,11:00,0.0565,0.0515,0.0485,,
253,11-Jan,12:00,0.056,0.0485,0.0495,,
253,11-Jan,12:00,0.056,0.0485,0.0495,,
254,11-Jan,13:00,0.066,0.057,0.066,,
254,11-Jan,13:00,0.066,0.057,0.066,,
255,11-Jan,14:00,0.0625,0.0515,0.074,,
255,11-Jan,14:00,0.0625,0.0515,0.074,,
256,11-Jan,15:00,0.018,0.0125,0.023,,
256,11-Jan,15:00,0.018,0.0125,0.023,,
257,11-Jan,16:00,0.0,0.0,0.0,,
257,11-Jan,16:00,0.0,0.0,0.0,,
258,11-Jan,17:00,0.0,0.0,0.0,,
258,11-Jan,17:00,0.0,0.0,0.0,,
259,11-Jan,18:00,0.0,0.0,0.0,,
259,11-Jan,18:00,0.0,0.0,0.0,,
260,11-Jan,19:00,0.0,0.0,0.0,,
260,11-Jan,19:00,0.0,0.0,0.0,,
261,11-Jan,20:00,0.0,0.0,0.0,,
261,11-Jan,20:00,0.0,0.0,0.0,,
262,11-Jan,21:00,0.0,0.0,0.0,,
262,11-Jan,21:00,0.0,0.0,0.0,,
263,11-Jan,22:00,0.0,0.0,0.0,,
